EmployeeID,FirstName,LastName,Gender,Department,JobTitle,Salary,HireDate,PerformanceScore,ManagerID,Location,Email
232,Brent,Lopez,Other,HR,Recruiter,108882.27,2019-01-23,Excellent,39.0,San Francisco,brent.lopez@example.com
233,Angela,Liu,Female,Finance,Payroll Specialist,116450.17,2017-05-18,Excellent,99.0,Chicago,angela.liu@example.com
234,Matthew,Harper,Male,Engineering,Software Engineer,90805.03,2021-12-04,Good,69.0,New York,matthew.harper@example.com
235,Bryan,Cooper,Female,HR,HR Coordinator,78677.68,2013-04-30,Poor,32.0,New York,bryan.cooper@example.com
236,Lauren,Mendoza,Female,Finance,Accountant,81877.07,2019-07-23,Excellent,20.0,New York,lauren.mendoza@example.com
237,Justin,Hanson,Other,HR,HR Manager,120042.42,2016-03-06,Good,93.0,New York,justin.hanson@example.com
238,Lawrence,Lee,Male,HR,Recruiter,54299.72,2018-11-06,Average,25.0,New York,lawrence.lee@example.com
239,Kevin,Aguirre,Female,Engineering,QA Engineer,59317.42,2014-12-22,Good,22.0,Austin,kevin.aguirre@example.com
240,Crystal,Warren,Male,Sales,Sales Representative,125977.0,2016-04-17,Poor,81.0,Chicago,crystal.warren@example.com
241,Monica,Kelly,Female,Marketing,SEO Specialist,64101.64,2015-02-01,Below Average,10.0,Chicago,monica.kelly@example.com
242,Travis,Mann,Other,Sales,Sales Manager,109957.36,2012-11-19,Good,37.0,New York,travis.mann@example.com
243,Amanda,Watts,Male,Engineering,QA Engineer,147919.15,2011-01-19,Below Average,81.0,New York,amanda.watts@example.com
244,William,Peters,Male,IT,IT Support Specialist,72520.56,2010-08-13,Poor,7.0,Chicago,william.peters@example.com
245,Brian,Blake,Female,HR,Recruiter,79571.1,2015-11-27,Average,39.0,Austin,brian.blake@example.com
246,Misty,Drake,Male,Finance,Financial Analyst,74082.9,2013-07-22,Below Average,21.0,New York,misty.drake@example.com
247,Rachel,Chapman,Female,Sales,Sales Representative,87142.59,2017-10-14,Average,18.0,San Francisco,rachel.chapman@example.com
248,Gregory,Ramirez,Male,Marketing,Content Strategist,87080.19,2011-04-19,Good,75.0,Chicago,gregory.ramirez@example.com
249,Judy,Blake,Male,Engineering,DevOps Engineer,107825.4,2014-11-02,Excellent,59.0,San Francisco,judy.blake@example.com
250,James,Jackson,Other,IT,System Administrator,64618.76,2021-02-19,Below Average,9.0,Austin,james.jackson@example.com
251,Jessica,Olsen,Female,Sales,Sales Representative,113565.62,2020-03-20,Average,71.0,New York,jessica.olsen@example.com
252,Madeline,Hernandez,Female,Sales,Sales Representative,76204.57,2014-11-18,Average,38.0,Austin,madeline.hernandez@example.com
253,Theresa,Smith,Female,HR,HR Coordinator,129643.38,2022-10-05,Excellent,97.0,New York,theresa.smith@example.com
254,Victoria,Perkins,Male,IT,System Administrator,91812.74,2021-11-07,Good,82.0,Austin,victoria.perkins@example.com
255,Christopher,Garcia,Male,HR,Recruiter,127022.94,2017-04-22,Excellent,78.0,Seattle,christopher.garcia@example.com
256,William,Huber,Female,IT,Network Engineer,102113.22,2012-02-23,Average,38.0,Seattle,william.huber@example.com
257,Jeremy,Clark,Female,Marketing,Content Strategist,91817.86,2023-09-29,Good,95.0,Austin,jeremy.clark@example.com
258,William,Black,Male,HR,Recruiter,147623.89,2020-08-13,Below Average,36.0,Chicago,william.black@example.com
259,Thomas,Ortiz,Female,Finance,Payroll Specialist,64132.03,2011-02-07,Good,71.0,Austin,thomas.ortiz@example.com
260,Laura,Johnson,Other,Finance,Payroll Specialist,77623.18,2022-05-09,Average,54.0,New York,laura.johnson@example.com
261,Troy,Fox,Male,Engineering,QA Engineer,55913.02,2018-07-01,Average,30.0,San Francisco,troy.fox@example.com
262,Michael,Wilson,Female,HR,HR Manager,115471.32,2023-07-19,Average,91.0,Chicago,michael.wilson@example.com
263,Jamie,Castaneda,Female,Finance,Accountant,61290.49,2011-01-29,Average,20.0,Seattle,jamie.castaneda@example.com
264,Terri,Clark,Male,Finance,Payroll Specialist,106004.4,2015-05-03,Below Average,68.0,Boston,terri.clark@example.com
265,Mark,Russell,Female,IT,IT Support Specialist,141331.25,2021-05-22,Below Average,40.0,New York,mark.russell@example.com
266,Brad,Mcclain,Other,IT,Network Engineer,115640.02,2011-03-05,Below Average,98.0,Austin,brad.mcclain@example.com
267,Billy,Hughes,Female,IT,IT Support Specialist,108260.53,2011-08-10,Poor,58.0,New York,billy.hughes@example.com
268,Wesley,Johnson,Female,Finance,Accountant,125056.72,2021-10-19,Excellent,12.0,Seattle,wesley.johnson@example.com
269,Anthony,Parsons,Female,Marketing,Marketing Manager,139419.57,2017-12-08,Excellent,64.0,Austin,anthony.parsons@example.com
270,Tamara,Huff,Male,Marketing,Content Strategist,144864.47,2021-12-14,Poor,11.0,Boston,tamara.huff@example.com
271,Curtis,Brown,Other,HR,HR Coordinator,78024.51,2018-08-08,Good,50.0,Austin,curtis.brown@example.com
272,Emma,Mckay,Other,Finance,Financial Analyst,83999.77,2020-08-25,Good,35.0,Seattle,emma.mckay@example.com
273,Albert,Holt,Male,Finance,Accountant,86800.72,2020-05-31,Poor,2.0,Austin,albert.holt@example.com
274,Amanda,Mitchell,Female,Marketing,Marketing Manager,130507.13,2010-08-28,Poor,6.0,Austin,amanda.mitchell@example.com
275,Lori,Simmons,Male,IT,Network Engineer,66844.85,2010-11-27,Below Average,4.0,Boston,lori.simmons@example.com
276,Derek,Jones,Other,Engineering,Data Engineer,60540.16,2018-03-06,Excellent,66.0,Chicago,derek.jones@example.com
277,Richard,Walker,Male,Engineering,DevOps Engineer,62753.79,2022-08-22,Average,19.0,San Francisco,richard.walker@example.com
278,Tammy,Morrison,Female,HR,HR Manager,117865.17,2015-03-03,Excellent,47.0,Seattle,tammy.morrison@example.com
279,Christopher,Mitchell,Female,IT,IT Support Specialist,98506.66,2018-05-08,Excellent,80.0,Austin,christopher.mitchell@example.com
280,Renee,Flores,Other,IT,System Administrator,121103.58,2019-04-01,Below Average,60.0,New York,renee.flores@example.com
281,Kristin,Proctor,Other,IT,IT Support Specialist,103863.94,2013-05-26,Poor,95.0,San Francisco,kristin.proctor@example.com
282,Anna,Contreras,Other,HR,Recruiter,87349.13,2023-07-06,Poor,54.0,Chicago,anna.contreras@example.com
283,Elizabeth,Russell,Female,IT,Network Engineer,149896.93,2014-03-01,Poor,68.0,Boston,elizabeth.russell@example.com
284,Jennifer,Smith,Female,Marketing,SEO Specialist,96891.91,2011-09-02,Good,42.0,Chicago,jennifer.smith@example.com
285,Patrick,Garza,Female,Finance,Payroll Specialist,108047.25,2010-11-09,Average,40.0,New York,patrick.garza@example.com
286,Judith,Joyce,Other,Sales,Account Executive,80089.85,2020-02-18,Average,66.0,Seattle,judith.joyce@example.com
287,Justin,Hernandez,Female,Engineering,Software Engineer,116851.91,2017-07-24,Good,49.0,San Francisco,justin.hernandez@example.com
288,John,Poole,Male,Marketing,Content Strategist,87024.55,2019-12-20,Excellent,43.0,New York,john.poole@example.com
289,Eric,Murphy,Male,Marketing,Content Strategist,93674.5,2015-02-15,Excellent,92.0,Seattle,eric.murphy@example.com
290,Catherine,Valdez,Male,IT,IT Support Specialist,78260.44,2013-08-26,Excellent,55.0,Seattle,catherine.valdez@example.com
291,Harry,Shepherd,Female,Sales,Sales Manager,92890.08,2023-12-10,Poor,31.0,San Francisco,harry.shepherd@example.com
292,Alex,Schroeder,Male,IT,IT Support Specialist,95123.74,2011-05-31,Below Average,71.0,Seattle,alex.schroeder@example.com
293,Nathan,Cain,Other,Marketing,Content Strategist,130895.29,2014-03-17,Average,19.0,Boston,nathan.cain@example.com
294,Thomas,Richardson,Male,Sales,Account Executive,99362.85,2022-08-26,Poor,47.0,Austin,thomas.richardson@example.com
295,Karen,Ware,Other,Engineering,DevOps Engineer,108853.3,2023-10-17,Average,98.0,Chicago,karen.ware@example.com
296,Kevin,Terry,Male,HR,HR Manager,105175.19,2010-09-30,Below Average,87.0,Chicago,kevin.terry@example.com
297,Kimberly,Miller,Female,Sales,Sales Manager,79445.38,2020-02-15,Poor,62.0,Boston,kimberly.miller@example.com
298,Christopher,Singh,Male,Marketing,Marketing Manager,94559.29,2020-09-06,Poor,99.0,Austin,christopher.singh@example.com
299,Gabriella,Powers,Male,Sales,Sales Manager,60874.35,2013-09-09,Excellent,87.0,Boston,gabriella.powers@example.com
300,Curtis,White,Male,HR,HR Coordinator,51799.64,2020-03-14,Good,61.0,Seattle,curtis.white@example.com
301,Deanna,Jones,Female,IT,System Administrator,50862.4,2013-03-19,Good,3.0,Austin,deanna.jones@example.com
302,Marcus,Thomas,Female,HR,HR Coordinator,105390.66,2012-07-07,Poor,21.0,San Francisco,marcus.thomas@example.com
303,Rebecca,Chaney,Other,Marketing,Marketing Manager,94104.84,2023-06-17,Poor,77.0,Chicago,rebecca.chaney@example.com
304,Jessica,Daniel,Male,Engineering,Data Engineer,68248.31,2020-03-02,Good,34.0,San Francisco,jessica.daniel@example.com
305,Jennifer,Turner,Other,Engineering,QA Engineer,95840.03,2013-12-09,Excellent,48.0,Chicago,jennifer.turner@example.com
306,Allen,Ball,Other,Sales,Sales Representative,97168.52,2023-02-21,Below Average,23.0,Seattle,allen.ball@example.com
307,Peter,Wood,Other,Engineering,QA Engineer,63333.1,2019-10-21,Average,44.0,Chicago,peter.wood@example.com
308,Emily,Mccullough,Male,HR,HR Manager,124143.04,2014-06-08,Good,46.0,New York,emily.mccullough@example.com
309,Darrell,Allen,Other,IT,System Administrator,60437.46,2010-09-09,Average,21.0,Boston,darrell.allen@example.com
310,Brenda,Sanchez,Other,Marketing,Content Strategist,60418.74,2023-11-28,Good,80.0,Chicago,brenda.sanchez@example.com
311,Denise,Gill,Female,Sales,Sales Manager,110884.23,2012-11-10,Good,19.0,Chicago,denise.gill@example.com
312,Timothy,Morris,Male,IT,System Administrator,56882.07,2013-06-26,Good,69.0,Austin,timothy.morris@example.com
313,Amber,Barrera,Female,IT,Network Engineer,95374.56,2015-12-02,Average,57.0,Chicago,amber.barrera@example.com
314,Andrea,Acosta,Male,Finance,Accountant,84350.23,2020-07-16,Below Average,78.0,Chicago,andrea.acosta@example.com
315,James,Allen,Female,Sales,Account Executive,134746.91,2019-01-08,Below Average,76.0,Seattle,james.allen@example.com
316,Samantha,Kelly,Male,HR,HR Coordinator,96457.42,2018-10-21,Good,26.0,New York,samantha.kelly@example.com
317,Justin,Johnson,Other,Marketing,Content Strategist,58987.31,2021-07-02,Average,14.0,Chicago,justin.johnson@example.com
318,Kimberly,Williams,Male,Engineering,Software Engineer,132723.54,2021-05-25,Average,57.0,San Francisco,kimberly.williams@example.com
319,Anna,Fletcher,Male,Marketing,Content Strategist,113048.36,2018-05-15,Good,58.0,New York,anna.fletcher@example.com
320,Andrew,Martinez,Other,HR,HR Coordinator,99007.74,2019-08-05,Average,55.0,San Francisco,andrew.martinez@example.com
321,Mark,Parker,Female,HR,HR Manager,88557.48,2019-04-01,Excellent,92.0,Austin,mark.parker@example.com
322,Carlos,Salazar,Male,HR,HR Coordinator,55174.06,2017-09-10,Good,89.0,Chicago,carlos.salazar@example.com
323,Bradley,Montoya,Other,IT,System Administrator,137293.96,2018-07-14,Poor,8.0,Boston,bradley.montoya@example.com
324,Michael,Ramos,Male,Finance,Accountant,62917.46,2016-10-15,Below Average,5.0,Chicago,michael.ramos@example.com
325,Ashlee,Chavez,Other,Engineering,DevOps Engineer,85200.78,2015-06-04,Excellent,22.0,Austin,ashlee.chavez@example.com
326,Jerry,Fisher,Male,Sales,Sales Manager,89850.04,2015-11-18,Poor,50.0,San Francisco,jerry.fisher@example.com
327,Patricia,Powell,Female,IT,IT Support Specialist,98722.98,2021-06-08,Excellent,24.0,San Francisco,patricia.powell@example.com
328,Nancy,Patel,Other,Finance,Accountant,63860.51,2023-08-21,Average,86.0,San Francisco,nancy.patel@example.com
329,Sophia,Smith,Other,HR,HR Coordinator,70282.81,2012-09-22,Excellent,81.0,Chicago,sophia.smith@example.com
330,Joseph,Bass,Male,Sales,Sales Manager,106897.06,2013-02-15,Below Average,96.0,Austin,joseph.bass@example.com
331,Vincent,Pena,Other,Finance,Financial Analyst,67764.93,2022-06-10,Good,69.0,Chicago,vincent.pena@example.com
332,Jeffrey,Ellis,Male,Engineering,Software Engineer,144991.62,2017-07-10,Below Average,27.0,Seattle,jeffrey.ellis@example.com
333,Michael,Lee,Other,Sales,Account Executive,149798.25,2014-12-05,Below Average,74.0,San Francisco,michael.lee@example.com
334,Sandra,Koch,Female,Marketing,Marketing Manager,124239.9,2023-11-11,Excellent,42.0,Chicago,sandra.koch@example.com
335,Eduardo,Shelton,Other,IT,IT Support Specialist,130972.45,2015-03-18,Below Average,47.0,San Francisco,eduardo.shelton@example.com
336,Kathryn,Johnson,Female,Marketing,SEO Specialist,131439.41,2011-08-09,Excellent,18.0,Chicago,kathryn.johnson@example.com
337,Brandy,Vega,Male,Sales,Sales Representative,138074.5,2016-03-13,Poor,31.0,Seattle,brandy.vega@example.com
338,David,Lee,Female,HR,HR Coordinator,92313.0,2014-12-25,Below Average,84.0,Boston,david.lee@example.com
339,John,Edwards,Female,HR,HR Coordinator,51353.81,2012-10-22,Good,9.0,Seattle,john.edwards@example.com
340,Paul,Mcneil,Other,Finance,Accountant,64413.68,2015-01-26,Excellent,94.0,New York,paul.mcneil@example.com
341,Catherine,Stephenson,Male,Marketing,Content Strategist,139290.45,2016-04-12,Average,34.0,Chicago,catherine.stephenson@example.com
342,Megan,Gill,Female,IT,IT Support Specialist,66301.64,2024-04-20,Excellent,44.0,Boston,megan.gill@example.com
343,Robin,Morgan,Female,IT,System Administrator,112558.72,2017-04-12,Below Average,8.0,Chicago,robin.morgan@example.com
344,Jessica,Miranda,Other,IT,Network Engineer,103069.71,2020-01-21,Excellent,32.0,Boston,jessica.miranda@example.com
345,Crystal,Fox,Other,Engineering,Data Engineer,50326.36,2010-09-04,Poor,12.0,Austin,crystal.fox@example.com
346,Joshua,Harrison,Female,Sales,Account Executive,73014.85,2021-12-17,Excellent,87.0,Chicago,joshua.harrison@example.com
347,Daniel,Hernandez,Other,HR,HR Coordinator,84861.91,2021-12-25,Average,95.0,San Francisco,daniel.hernandez@example.com
348,Brittany,Johnson,Other,Sales,Sales Representative,96110.92,2016-05-17,Below Average,54.0,New York,brittany.johnson@example.com
349,Gary,King,Other,Engineering,QA Engineer,70783.75,2016-01-01,Poor,20.0,New York,gary.king@example.com
350,Jorge,Huber,Other,Sales,Sales Representative,135602.19,2011-10-14,Below Average,18.0,Boston,jorge.huber@example.com
351,Glenn,Jones,Male,Engineering,Data Engineer,141990.15,2019-11-07,Good,99.0,Boston,glenn.jones@example.com
352,Lindsey,Edwards,Male,HR,HR Coordinator,68256.97,2023-10-02,Poor,70.0,San Francisco,lindsey.edwards@example.com
353,Brandon,Garner,Male,Marketing,SEO Specialist,98310.64,2010-10-28,Poor,55.0,New York,brandon.garner@example.com
354,Amy,Flowers,Male,IT,IT Support Specialist,141808.88,2022-04-14,Poor,61.0,Seattle,amy.flowers@example.com
355,Wendy,King,Male,Finance,Financial Analyst,95735.84,2021-10-06,Poor,68.0,Austin,wendy.king@example.com
356,Bobby,Valdez,Other,Finance,Accountant,74912.32,2020-10-16,Poor,58.0,New York,bobby.valdez@example.com
357,Brandi,Mack,Other,Engineering,Software Engineer,110758.38,2011-10-26,Below Average,67.0,Boston,brandi.mack@example.com
358,Thomas,Carlson,Other,IT,Network Engineer,68022.34,2017-04-29,Good,13.0,Seattle,thomas.carlson@example.com
359,Isaiah,Ruiz,Other,IT,IT Support Specialist,95002.54,2010-09-04,Below Average,66.0,San Francisco,isaiah.ruiz@example.com
360,Angela,Gonzalez,Other,HR,HR Coordinator,84512.53,2017-01-13,Average,88.0,Boston,angela.gonzalez@example.com
361,Elizabeth,Gallagher,Female,HR,Recruiter,135244.06,2015-12-08,Poor,90.0,Austin,elizabeth.gallagher@example.com
362,Jonathan,Harris,Female,Marketing,Content Strategist,54704.15,2021-06-07,Poor,6.0,Boston,jonathan.harris@example.com
363,William,Flores,Other,Engineering,Data Engineer,105842.63,2024-05-12,Poor,3.0,Boston,william.flores@example.com
364,Alexis,Preston,Female,HR,HR Coordinator,69578.77,2013-04-14,Average,91.0,Boston,alexis.preston@example.com
365,Cynthia,Bowen,Female,Sales,Account Executive,122481.33,2014-11-21,Average,39.0,New York,cynthia.bowen@example.com
366,Shannon,Krueger,Other,HR,Recruiter,96005.74,2016-06-06,Poor,96.0,Chicago,shannon.krueger@example.com
367,Carlos,Reese,Other,IT,System Administrator,88102.31,2015-09-29,Average,42.0,Chicago,carlos.reese@example.com
368,Gary,Hogan,Female,IT,Network Engineer,123995.76,2012-10-07,Poor,75.0,New York,gary.hogan@example.com
369,Katherine,Webster,Male,Finance,Financial Analyst,50297.6,2012-03-28,Below Average,26.0,Boston,katherine.webster@example.com
370,Jeffrey,Stewart,Male,Engineering,Data Engineer,77689.36,2010-11-04,Poor,57.0,New York,jeffrey.stewart@example.com
371,Marissa,Martinez,Other,HR,HR Manager,123306.13,2010-06-03,Below Average,6.0,New York,marissa.martinez@example.com
372,Christopher,Wallace,Male,Engineering,DevOps Engineer,124739.23,2020-11-15,Good,22.0,New York,christopher.wallace@example.com
373,Michael,Powers,Other,HR,HR Manager,140806.34,2011-08-28,Average,45.0,Austin,michael.powers@example.com
374,Jeffrey,Howell,Other,HR,HR Manager,81201.29,2015-03-16,Good,25.0,New York,jeffrey.howell@example.com
375,Nathaniel,Riley,Male,Marketing,SEO Specialist,72464.58,2013-12-10,Poor,68.0,New York,nathaniel.riley@example.com
376,Stephanie,Cross,Male,Sales,Sales Manager,149906.2,2018-04-22,Average,27.0,Austin,stephanie.cross@example.com
377,Cathy,David,Male,IT,Network Engineer,114165.13,2012-06-19,Average,19.0,New York,cathy.david@example.com
378,John,Johnson,Male,HR,HR Coordinator,73212.71,2023-03-18,Good,26.0,Austin,john.johnson@example.com
379,Randy,Parker,Other,Marketing,Content Strategist,110199.37,2020-01-02,Poor,63.0,Austin,randy.parker@example.com
380,Jennifer,Wright,Other,Sales,Sales Representative,53469.76,2023-05-12,Good,37.0,Seattle,jennifer.wright@example.com
381,Beth,Arroyo,Male,IT,System Administrator,102056.64,2017-01-03,Good,8.0,Chicago,beth.arroyo@example.com
382,Joseph,Henry,Female,Sales,Sales Manager,65300.53,2011-02-25,Excellent,87.0,Chicago,joseph.henry@example.com
383,Roger,Meadows,Other,Finance,Payroll Specialist,68007.71,2018-05-28,Average,16.0,Chicago,roger.meadows@example.com
384,Nancy,Thompson,Male,Marketing,Content Strategist,80872.43,2020-03-30,Good,9.0,Boston,nancy.thompson@example.com
385,Lisa,Reynolds,Other,Engineering,DevOps Engineer,86568.28,2018-12-26,Good,2.0,Boston,lisa.reynolds@example.com
386,Amy,Novak,Male,Finance,Financial Analyst,64547.33,2017-10-16,Excellent,94.0,New York,amy.novak@example.com
387,Kristina,Welch,Female,HR,HR Coordinator,73315.58,2018-11-14,Excellent,36.0,New York,kristina.welch@example.com
388,Anthony,Summers,Male,Marketing,SEO Specialist,125938.9,2023-10-08,Poor,85.0,Austin,anthony.summers@example.com
389,Bryan,Ho,Other,IT,IT Support Specialist,138497.69,2020-01-15,Poor,10.0,New York,bryan.ho@example.com
390,Timothy,Rivera,Female,Marketing,Content Strategist,69510.74,2012-10-03,Excellent,59.0,New York,timothy.rivera@example.com
391,Ronnie,Smith,Other,Engineering,DevOps Engineer,61233.64,2016-01-29,Average,65.0,Seattle,ronnie.smith@example.com
392,Sara,Ramsey,Male,Marketing,Marketing Manager,137881.18,2022-07-27,Good,56.0,Boston,sara.ramsey@example.com
393,Amanda,Short,Male,Engineering,Data Engineer,62924.79,2012-03-03,Excellent,66.0,New York,amanda.short@example.com
394,Catherine,Torres,Other,Marketing,Content Strategist,59184.22,2021-11-02,Poor,72.0,Austin,catherine.torres@example.com
395,Jon,Sanchez,Female,IT,Network Engineer,57157.08,2023-09-17,Poor,7.0,Seattle,jon.sanchez@example.com
396,John,Craig,Female,Finance,Payroll Specialist,142772.46,2018-06-25,Good,74.0,Boston,john.craig@example.com
397,Andrew,Vega,Male,Sales,Sales Representative,100999.95,2017-05-10,Good,73.0,San Francisco,andrew.vega@example.com
398,Robert,Lopez,Female,Marketing,Marketing Manager,106091.95,2018-04-30,Poor,19.0,New York,robert.lopez@example.com
399,Christopher,Medina,Female,Marketing,SEO Specialist,117614.07,2022-12-16,Poor,13.0,Austin,christopher.medina@example.com
400,Stacey,Nash,Other,IT,Network Engineer,105075.0,2013-12-19,Excellent,81.0,Boston,stacey.nash@example.com
401,Cassandra,Watkins,Female,Sales,Sales Manager,143913.68,2018-05-13,Poor,78.0,Seattle,cassandra.watkins@example.com
402,Ronnie,Roberts,Female,IT,System Administrator,103590.05,2016-08-15,Below Average,18.0,Boston,ronnie.roberts@example.com
403,Michael,Taylor,Female,Finance,Payroll Specialist,127182.97,2024-03-12,Average,71.0,New York,michael.taylor@example.com
404,Sean,Moore,Male,Sales,Sales Manager,113929.71,2018-07-16,Excellent,15.0,Austin,sean.moore@example.com
405,Lucas,Evans,Female,HR,HR Coordinator,73229.3,2013-03-26,Good,62.0,Seattle,lucas.evans@example.com
406,Matthew,Miller,Male,IT,System Administrator,109713.43,2017-11-17,Below Average,56.0,New York,matthew.miller@example.com
407,Krystal,Owens,Other,Engineering,QA Engineer,70399.19,2018-05-02,Good,50.0,Seattle,krystal.owens@example.com
408,Lisa,Simpson,Other,HR,HR Manager,52738.9,2013-10-19,Average,16.0,Boston,lisa.simpson@example.com
409,Christopher,Johnson,Male,Engineering,QA Engineer,79908.44,2023-01-14,Below Average,70.0,Seattle,christopher.johnson@example.com
410,Destiny,Harris,Other,Marketing,Content Strategist,89823.52,2015-04-10,Poor,60.0,Chicago,destiny.harris@example.com
411,Bradley,Nelson,Other,Finance,Accountant,105738.4,2011-03-11,Average,21.0,Boston,bradley.nelson@example.com
412,Dawn,Ayala,Other,IT,System Administrator,63093.37,2020-05-31,Excellent,88.0,New York,dawn.ayala@example.com
413,Michele,King,Female,Engineering,DevOps Engineer,117856.2,2016-11-08,Below Average,30.0,Boston,michele.king@example.com
414,Mary,Hayden,Male,Engineering,DevOps Engineer,139875.22,2017-07-09,Good,74.0,Austin,mary.hayden@example.com
415,Heather,Torres,Female,IT,Network Engineer,140674.59,2013-05-05,Good,78.0,Seattle,heather.torres@example.com
416,Derek,Spencer,Male,Marketing,SEO Specialist,115742.42,2014-10-05,Excellent,31.0,Austin,derek.spencer@example.com
417,Kenneth,Mooney,Other,Sales,Account Executive,67523.99,2023-01-16,Below Average,1.0,San Francisco,kenneth.mooney@example.com
418,Jonathan,Carter,Female,IT,Network Engineer,126888.72,2012-01-08,Poor,40.0,San Francisco,jonathan.carter@example.com
419,Christian,Meza,Male,Marketing,Content Strategist,70879.96,2014-11-01,Poor,22.0,New York,christian.meza@example.com
420,Dakota,Valencia,Female,Marketing,Content Strategist,93338.81,2011-08-08,Excellent,68.0,Austin,dakota.valencia@example.com
421,Brian,Elliott,Female,IT,System Administrator,94687.07,2018-08-27,Poor,15.0,Seattle,brian.elliott@example.com
422,Angela,Washington,Other,IT,System Administrator,76446.99,2010-09-18,Poor,73.0,Seattle,angela.washington@example.com
423,Jennifer,Carpenter,Female,IT,System Administrator,88280.15,2011-11-24,Average,93.0,Chicago,jennifer.carpenter@example.com
424,Alexandria,Taylor,Male,Sales,Account Executive,64963.75,2022-07-28,Average,53.0,Chicago,alexandria.taylor@example.com
425,Hunter,Hickman,Female,HR,HR Coordinator,83254.74,2024-04-13,Below Average,91.0,Boston,hunter.hickman@example.com
426,Robert,Wilson,Male,Marketing,Marketing Manager,115111.61,2018-09-30,Average,51.0,San Francisco,robert.wilson@example.com
427,Jason,King,Other,HR,Recruiter,87941.99,2015-08-30,Average,61.0,Austin,jason.king@example.com
428,Nancy,Raymond,Other,Marketing,Marketing Manager,129055.67,2018-11-30,Average,29.0,Austin,nancy.raymond@example.com
429,Brenda,Brown,Female,Marketing,SEO Specialist,95630.43,2017-10-31,Poor,17.0,San Francisco,brenda.brown@example.com
430,Rebecca,Bryant,Male,Engineering,Data Engineer,89235.45,2018-06-17,Average,11.0,Austin,rebecca.bryant@example.com
431,Christopher,Johnson,Female,Finance,Payroll Specialist,96699.17,2022-06-21,Poor,88.0,New York,christopher.johnson@example.com
432,Courtney,West,Male,Marketing,Content Strategist,59417.58,2023-11-08,Below Average,86.0,San Francisco,courtney.west@example.com
433,Amy,Underwood,Other,Engineering,Software Engineer,134606.85,2016-03-06,Poor,35.0,Chicago,amy.underwood@example.com
434,Thomas,Thomas,Male,HR,Recruiter,117072.54,2010-07-09,Good,2.0,Austin,thomas.thomas@example.com
435,Joseph,Santos,Male,Sales,Account Executive,133981.36,2022-10-18,Below Average,14.0,Boston,joseph.santos@example.com
436,Antonio,Walker,Female,Engineering,Software Engineer,96784.35,2015-01-06,Poor,70.0,Austin,antonio.walker@example.com
437,Vincent,Manning,Other,Finance,Accountant,63632.84,2022-05-07,Below Average,3.0,Seattle,vincent.manning@example.com
438,Edward,Ingram,Male,Engineering,Data Engineer,119457.12,2016-07-26,Below Average,64.0,Seattle,edward.ingram@example.com
439,Patricia,Chen,Other,Finance,Financial Analyst,94802.86,2011-03-09,Below Average,76.0,New York,patricia.chen@example.com
440,John,Moyer,Other,Sales,Sales Manager,147284.75,2017-01-25,Poor,94.0,San Francisco,john.moyer@example.com
441,Paul,Cooper,Female,IT,Network Engineer,115998.5,2011-03-26,Below Average,42.0,Boston,paul.cooper@example.com
442,Michelle,Mercer,Other,IT,System Administrator,82279.66,2011-07-10,Good,37.0,Chicago,michelle.mercer@example.com
443,Susan,Mann,Female,Engineering,Software Engineer,133922.68,2014-09-29,Good,59.0,Chicago,susan.mann@example.com
444,Gary,Davis,Other,HR,Recruiter,136315.75,2024-01-23,Below Average,71.0,Seattle,gary.davis@example.com
445,Ann,Barry,Male,Finance,Accountant,100609.54,2021-10-19,Good,5.0,Seattle,ann.barry@example.com
446,Megan,Carter,Male,Sales,Sales Manager,99448.41,2011-06-24,Poor,70.0,Austin,megan.carter@example.com
447,Monique,Turner,Female,Engineering,DevOps Engineer,136890.08,2019-02-13,Poor,21.0,Seattle,monique.turner@example.com
448,Sara,Bennett,Male,Finance,Financial Analyst,69612.19,2014-03-24,Excellent,65.0,Austin,sara.bennett@example.com
449,Connie,Mcmillan,Other,IT,System Administrator,124941.88,2014-11-10,Below Average,25.0,San Francisco,connie.mcmillan@example.com
450,Diane,Moss,Other,Sales,Sales Representative,98557.67,2016-02-29,Poor,59.0,Austin,diane.moss@example.com
451,Sheryl,Bruce,Other,Engineering,Data Engineer,97041.07,2013-04-30,Excellent,34.0,Chicago,sheryl.bruce@example.com
452,Lauren,Brock,Other,Marketing,Content Strategist,60815.09,2012-07-29,Average,74.0,Seattle,lauren.brock@example.com
453,James,Jackson,Female,IT,System Administrator,111645.96,2010-12-15,Below Average,23.0,San Francisco,james.jackson@example.com
454,Luke,Martinez,Male,Sales,Account Executive,55060.9,2015-11-27,Poor,35.0,Chicago,luke.martinez@example.com
455,Charles,Robinson,Other,Finance,Financial Analyst,70513.09,2020-06-22,Poor,53.0,New York,charles.robinson@example.com
456,Christopher,Rogers,Other,Engineering,QA Engineer,111971.57,2020-10-31,Below Average,81.0,Austin,christopher.rogers@example.com
457,Krystal,Walter,Other,IT,IT Support Specialist,54237.71,2022-04-06,Excellent,72.0,Boston,krystal.walter@example.com
458,Dennis,Cruz,Male,Finance,Payroll Specialist,72043.74,2019-10-01,Excellent,3.0,Chicago,dennis.cruz@example.com
459,Allison,Powell,Other,HR,Recruiter,110070.29,2011-01-10,Good,65.0,Austin,allison.powell@example.com
